Site_name,Plot_no,Site_plot_code,Date,Tree_individual_no,Tree_ID,Tree_dbh_cm,Tree_height_m,Tree_N_lianas,Liana_dbh_cm,Tree_notes,Subplot_radius_m
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,4.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,6.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,4.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,3,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,3.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2127,Dryobalanopskeithii,65,35,10,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2131,Barringtonialanceolata,15.6,NA,2,4.1,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2131,Barringtonialanceolata,15.6,NA,2,4.2,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2132,Macarangagigantea,25.1,13,4,2.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2132,Macarangagigantea,25.1,13,4,2.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2132,Macarangagigantea,25.1,13,4,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2132,Macarangagigantea,25.1,13,4,3,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2134,Artocarpus,16.5,NA,3,2.8,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2134,Artocarpus,16.5,NA,3,3.7,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2134,Artocarpus,16.5,NA,3,3.8,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2136,Chisocheton,16.8,NA,2,3.7,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2136,Chisocheton,16.8,NA,2,4.9,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2137,Magnolia,21.6,NA,1,3.5,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2140,Dehaasia,24.6,14,1,2.2,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2141,Dryobalanopskeithii,17.9,NA,1,2.3,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2150,Shoreaparvifolia,36.5,30,2,4.4,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2150,Shoreaparvifolia,36.5,30,2,2.8,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2151,Shoreaacuminatissima,70,NA,4,2.7,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2151,Shoreaacuminatissima,70,NA,4,5.8,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2151,Shoreaacuminatissima,70,NA,4,5.1,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2151,Shoreaacuminatissima,70,NA,4,2.6,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2152,Hopea,33,25,2,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2152,Hopea,33,25,2,4,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2153,Diospyros,26.6,25,2,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2153,Diospyros,26.6,25,2,6.2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2156,Hydnocarpus,15.9,NA,3,6.7,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2156,Hydnocarpus,15.9,NA,3,7.4,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2156,Hydnocarpus,15.9,NA,3,8.6,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2162,Litsea,16.8,13,3,3.4,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2162,Litsea,16.8,13,3,2,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2162,Litsea,16.8,13,3,6.5,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2165,Dryobalanopskeithii,20.6,20,4,2,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2165,Dryobalanopskeithii,20.6,20,4,2,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2165,Dryobalanopskeithii,20.6,20,4,2,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2165,Dryobalanopskeithii,20.6,20,4,4.1,,20
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2167,Durio,33,25,4,3.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2167,Durio,33,25,4,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2167,Durio,33,25,4,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2167,Durio,33,25,4,3,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2168,Barringtonia,25.1,NA,1,2.1,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2173,Myristica,42.4,NA,1,4.9,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2176,Artocarpus,40.7,NA,4,3.6,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2176,Artocarpus,40.7,NA,4,3.1,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2176,Artocarpus,40.7,NA,4,2.4,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2176,Artocarpus,40.7,NA,4,2.2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2179,Scorodocarpusborneensis,56,35,7,18.4,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2179,Scorodocarpusborneensis,56,35,7,6.1,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2179,Scorodocarpusborneensis,56,35,7,4.1,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2179,Scorodocarpusborneensis,56,35,7,7.2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2179,Scorodocarpusborneensis,56,35,7,4.1,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2179,Scorodocarpusborneensis,56,35,7,2.3,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2179,Scorodocarpusborneensis,56,35,7,4.3,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,3,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,3.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,10,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,8,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,4,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,6,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,5.5,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,2,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,4,,30
Sekar Imej Parcel 5,2,F11P2,10/02/2017,2182,Dryobalanopskeithii,57,NA,20,4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2186,Diospyros,14.4,13,2,3.8,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2186,Diospyros,14.4,13,2,4.4,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2190,Dysoxylum,10.7,8,1,3.3,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2199,Paranephelium,12.2,NA,2,2.2,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2199,Paranephelium,12.2,NA,2,2,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2201,Canarium,17.8,13,1,2.2,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2209,Pternandra,29.9,10,2,4.2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2209,Pternandra,29.9,10,2,6.6,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,5.2,Multiple stems,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,8.8,Multiple stems,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,3.9,Multiple stems,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,6.1,Multiple stems,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,6.2,Multiple stems,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2212,Myristica,40.9,35,2,5.7,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2212,Myristica,40.9,35,2,8.4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,9.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,4.3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,5.1,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,3.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,4.3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,2.6,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,3.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,5.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,2.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,3.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,4.2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2.3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2.7,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2.3,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2.5,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2225,Dipterocarpus,14.9,18,3,2.6,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2225,Dipterocarpus,14.9,18,3,3.7,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2225,Dipterocarpus,14.9,18,3,2.2,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2232,Syzygium,24.3,NA,1,6.3,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2233,Lithocarpus,22.2,NA,2,3.8,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2233,Lithocarpus,22.2,NA,2,2.6,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2235,Shorealeprosula,35.4,NA,1,5.6,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2241,Terminalia,33.3,NA,1,3.4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,3.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,3.4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,2.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,2.2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,8.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2244,Lophopetalum,20.6,NA,3,4.6,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2244,Lophopetalum,20.6,NA,3,2.4,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2244,Lophopetalum,20.6,NA,3,4.6,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2245,Canarium,32.3,NA,3,2.8,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2245,Canarium,32.3,NA,3,2.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2245,Canarium,32.3,NA,3,5.4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2247,Dehaasia,14.1,NA,1,4.3,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2248,Gironniera,40.4,NA,3,5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2248,Gironniera,40.4,NA,3,3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2248,Gironniera,40.4,NA,3,4.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2249,Gironniera,19.4,NA,1,4.8,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2252,Glochidion,13.4,NA,1,5.3,Multiple stems,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,12,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,8,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,6,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,6,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,3.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.6,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,3,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.5,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2254,Actinodaphne,11.4,10,1,3.8,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2255,Pternandra,22.6,NA,2,3.6,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2255,Pternandra,22.6,NA,2,5.3,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2256,Gironniera,23.1,NA,2,6.8,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2256,Gironniera,23.1,NA,2,2,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,3.9,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,3.4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,4.4,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,5.8,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2260,Alstonia,30.4,NA,1,4.1,,30
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2267,Syzygium,24.2,NA,1,3,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2268,Aglaia,24.1,NA,2,2.4,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2268,Aglaia,24.1,NA,2,2.5,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2270,Pternandra,16.2,NA,3,7.4,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2270,Pternandra,16.2,NA,3,4.3,,20
Sekar Imej Parcel 5,3,F11P3,10/03/2017,2270,Pternandra,16.2,NA,3,4.8,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,4.2,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,5,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,2.8,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,2,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,3.1,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2290,Shoreamacroptera,40.9,NA,6,7.4,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2290,Shoreamacroptera,40.9,NA,6,4.9,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2290,Shoreamacroptera,40.9,NA,6,4.3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2290,Shoreamacroptera,40.9,NA,6,4.1,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2290,Shoreamacroptera,40.9,NA,6,4.9,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2290,Shoreamacroptera,40.9,NA,6,3.5,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2300,Chisocheton,12.2,10,1,4,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,5.4,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,3.9,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,4.1,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,4.8,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,8.3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,4.6,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,7.2,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,4.6,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,5.6,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,2.2,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,5.3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,2.5,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,3.6,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,4.5,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,3.6,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,5.3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,3.4,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2309,Croton,33,NA,1,6.1,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2312,Dialiumkunstleri,46,35,1,9.1,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2314,Shorea,32,30,3,3.1,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2314,Shorea,32,30,3,3.4,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2314,Shorea,32,30,3,3.1,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2316,Glochidion,17.2,NA,2,3.1,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2316,Glochidion,17.2,NA,2,2.9,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2317,Macarangagigantea,20.9,15,1,5.1,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,3.1,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.9,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.6,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.3,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.9,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2323,Hopeanervosa,15.8,NA,3,3.1,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2323,Hopeanervosa,15.8,NA,3,4.1,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2323,Hopeanervosa,15.8,NA,3,2.7,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,4.6,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,6.2,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,3.1,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,3.1,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2329,Hopeanervosa,23.4,14,3,4.2,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2329,Hopeanervosa,23.4,14,3,2.5,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2329,Hopeanervosa,23.4,14,3,3.6,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.5,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.3,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.3,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.5,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2331,Macarangapearsonii,20.3,NA,2,3.4,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2331,Macarangapearsonii,20.3,NA,2,2.4,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2334,Macarangapearsonii,22,NA,2,3.2,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2334,Macarangapearsonii,22,NA,2,2.4,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,3.9,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,8.6,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,4.2,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,4.3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,11.8,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,2.6,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,2.4,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2342,Vatica,13.9,NA,1,4.4,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2348,Shorea,28.1,25,2,2.3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2348,Shorea,28.1,25,2,3.7,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2356,Shorea,47,30,2,3.3,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2356,Shorea,47,30,2,6.4,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2357,Lithocarpus,34,NA,1,5.8,,30
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2359,Drypetes,17.9,NA,2,3.4,,20
Sapi Sugut Koperasi,3,F12P3,10/05/2017,2359,Drypetes,17.9,NA,2,4.8,,20
Sapi Sugut Koperasi,2,F12P2,10/05/2017,2394,Neonauclea,18.9,NA,1,3.9,,20
Sapi Sugut Koperasi,2,F12P2,10/05/2017,2398,Macarangapearsonii,24.9,15,2,3.6,,20
Sapi Sugut Koperasi,2,F12P2,10/05/2017,2398,Macarangapearsonii,24.9,15,2,3.1,,20
Sapi Sugut Koperasi,2,F12P2,10/05/2017,2403,Artocarpus,38,15,2,6.5,,30
Sapi Sugut Koperasi,2,F12P2,10/05/2017,2403,Artocarpus,38,15,2,5.4,,30
Sapi Sugut Koperasi,2,F12P2,10/05/2017,2407,Dehaasia,11.2,NA,1,2.8,,20
Sapi Sugut Koperasi,2,F12P2,10/05/2017,2409,Artocarpus,24,NA,3,2,,20
